the-wall-black.html:30 -	time	id	type	x	y	below wall
the-wall-black.html:156 -	1000	23	2	119.24378109452739	26.15920398009951	false
the-wall-black.html:156 -	1000	24	2	99.36318407960196	41.64179104477613	false
the-wall-black.html:156 -	1000	25	2	62.05970149253732	34.97512437810946	false
the-wall-black.html:156 -	1000	26	2	107.97014925373139	18.875621890547258	false
the-wall-black.html:156 -	1000	27	2	32.485148514851495	17.029702970297038	false
the-wall-black.html:156 -	1000	28	2	111.02985074626866	45.502487562189025	false
the-wall-black.html:156 -	1000	29	2	68.60696517412937	48.960199004975095	false
the-wall-black.html:156 -	1000	30	2	47.27860696517414	7.606965174129355	false
the-wall-black.html:156 -	1000	31	2	95.37810945273633	3.8358208955223896	false
the-wall-black.html:156 -	1000	32	2	101.95024875621894	28.666666666666668	false
the-wall-black.html:156 -	1000	33	2	49.61691542288555	31.676616915422862	false
the-wall-black.html:156 -	1000	34	2	24.905472636815926	45.82587064676615	false
the-wall-black.html:156 -	1000	35	2	142.3731343283582	14.343283582089555	false
the-wall-black.html:156 -	1000	36	2	121.96019900497515	45.69651741293534	false
the-wall-black.html:156 -	1000	37	2	75.09950248756216	37.194029850746254	false
the-wall-black.html:156 -	1000	38	2	61.412935323383095	8.164179104477611	false
the-wall-black.html:156 -	1000	39	2	48.462686567164184	19.19900497512438	false
the-wall-black.html:156 -	1000	40	2	7.995024875621891	57.78606965174129	false
the-wall-black.html:156 -	1000	41	2	125.82089552238811	10.32338308457711	false
the-wall-black.html:156 -	1000	42	2	144.93069306930695	59.826732673267344	false
the-wall-black.html:156 -	1000	43	2	100.32338308457712	58.13432835820895	false
the-wall-black.html:156 -	1000	44	2	68.64499999999998	64.02499999999995	false
the-wall-black.html:156 -	1000	45	2	81.64676616915422	13.422885572139304	false
the-wall-black.html:156 -	1000	46	2	138.1980198019802	52.34158415841584	false
the-wall-black.html:156 -	1000	47	2	86.4776119402985	29.6865671641791	false
the-wall-black.html:156 -	1000	48	2	10.22660098522168	34.45320197044335	false
the-wall-black.html:156 -	1000	49	2	81.89054726368161	60.064676616915406	false
the-wall-black.html:156 -	1000	50	2	138.7114427860697	25.890547263681587	false
the-wall-black.html:156 -	1000	51	2	9.044776119402986	47.56716417910448	false
the-wall-black.html:156 -	1000	52	2	87.28855721393039	45.771144278606954	false
the-wall-black.html:156 -	1000	53	2	93.11999999999999	15.444999999999991	false
the-wall-black.html:156 -	1000	54	2	26.480000000000004	30.925	false
the-wall-black.html:156 -	1000	55	2	36.35323383084578	36.73134328358211	false
the-wall-black.html:156 -	1000	56	2	74.99999999999994	7.213930348258706	false
the-wall-black.html:156 -	1000	57	2	57.719999999999985	70.52000000000001	false
the-wall-black.html:156 -	1000	58	2	4.119402985074625	13.502487562189055	false
the-wall-black.html:156 -	1000	59	2	42.37810945273633	60.980099502487576	false
the-wall-black.html:156 -	1000	60	2	139.502487562189	41.85572139303483	false
the-wall-black.html:156 -	1000	61	2	14.880597014925371	22.40298507462688	false
the-wall-black.html:156 -	1000	62	2	21.92	9.800000000000004	false
the-wall-black.html:156 -	1000	63	2	47.07960199004977	45.398009950248756	false
the-wall-black.html:156 -	1000	64	2	11.529702970297036	8.163366336633667	false
the-wall-black.html:156 -	1000	65	2	56.38308457711441	55.47263681592041	false
the-wall-black.html:156 -	1000	66	2	139.6386138613862	6.811881188118812	false
the-wall-black.html:156 -	1000	67	2	66.34328358208955	23.11442786069653	false
the-wall-black.html:156 -	1000	68	2	130.0696517412936	61.86567164179104	false
the-wall-black.html:156 -	1000	19	2	41.39800995024875	9.970149253731343	false
the-wall-black.html:156 -	1000	20	2	123.86069651741296	49.65671641791045	false
